commit,message,files_changed,message_length
c1fd2a91b1042c137d750be85e5998f699a54d2a,Include the function name for context on invalid function child (#28362),5,11
fef30c2e0403e0c6986904be89fcd01e665866ee,Fix crash running `yarn flags --sort flag` (#28344),1,8
62a9c7db185b0852fccd0e48797a3de05520f120,Annotate legacy mode test in ReactDOMSingletonComponents (#28339),1,7
6a44f352ecdfa93949cade1d2e74755e7d7e9aaa,Consume the RSC stream twice in the Flight fixture (#28353),1,10
d6406d8360c5d90fc777dfd1a720ba235c5a8a12,Validate hook calls in object methods,6,6
9c419dfd804efa4646784120790e606bb74bd905,Disallow calling hooks in functions,33,5
a4234bcfbff4dc209b06f8d4612ef71410333bcb,infer mode only compiles component/hook decls,2,6
ca3d16c5eff02672fb818639716f7dd7c3f961c9,Enable hook syntax support,8,4
1e3f9130f37a2d723e57510b36c72b457753f774,Rewrite reactive scopes to computed with lambda,1,7
191064b55c4001306f16d8d7cb42de89b0c0262d,Add ReactiveFunctionValue variant,6,3
03874a29b388c7a5accd153a8c62c8c449fce62d,Repro for needing function body rewriting in ReactiveFunction phase,1,9
770ca4ab3ee173ab975d61d5022728f0cef5c67f,"[Babel] Add support for ""use memo""",8,6
ef72271c2d1234c9d1e1358f8083021089a50faa,Add useModernStrictMode as dynamic flag on www (#28346),2,8
a9cc32511a12c261ee719e5383818182800d6af4,stash the component stack on the thrown value and reuse (#25790),3,11
2ba1b7856975fb350ff1cabe575e6364cc6e8465,Downgrade pmmmwh/react-refresh-webpack-plugin in the Flight fixture (#28352),2,7
fea900e45447214ddd6ef69076ab7e38433b5ffd,Remove non-JSX propTypes checks (#28326),6,5
530f2c293d6b104c6ada1f2328fa7372be502c5f,Add test fixture showing invalid location,2,6
ac8971275021c3488a03cf32620c2d563468770b,Add code frame to snap errors,116,6
d3bca420c049e600e176d1f1b58e17d93ec593aa,Opt out react-forget-runtime from being Forgotten,1,6
5142affc26d61aa32f2088541e6c93f08f21a79f,"Allow module level ""use no forget""",4,6
92686722cae09ebc3dd5f4aec61b0d067fba1203,[Flight] Fix `reference` param type in `registerServerReference` (#27688),3,8
0745e6bee9edb9842dfa7efa6f9835e5be6d8b98,Remove usage of ReactTestUtils from ReactContextValidator (#28329),1,7
710d5137e27db578dfec723b2c006821a1a61973,Remove ReactTestUtils from ReactIdentity (#28332),1,5
2e470a788e359e34feeadb422daaff046baf66cc,[Fizz] Align recoverable error serialization in dev mode (#28340),5,9
21c563157003ded36fcc54589a6075d2dd157c90,[be] Prune implicit breaks when flattening unused labels,2,8
ad5a27239392d02ffec168cdbffc582ee1cb3969,Skip functions using same rules as regular pipeline,1,8
a7144f297c1c6fe457ca30ce6a211ab59feac11e,[Flight] Improve error message when it's not a real Error object (#28327),2,12
09d122a20e0fc416a4056e43549241a0d2d7e1c6,"[be] Remove @enableMergeConsecutiveScopes flag, feature is stable",10,7
a927040b7a67b2304ad484c903bb56e55f511b3b,Add an optional validation to bail out on capitalized function calls,10,11
adadb8169e781ff645c61aa558dc901b1c2c97f4,Rewrite tests that depend on propTypes warnings (#28325),2,8
64e755d7374d753c75dc16ba1a4a09ce7b8689dd,Remove propTypes checks for legacy context (#28324),3,7
f0e808e5bcbfdaa24a8a0893cd718f4d189f2369,[Debug Tools] Always use includeHooksSource option (#28309),5,7
dc3178151b8cb0359e5c36b8ed57458b807ae8e3,Add ignoreList to our source maps (#28310),1,7
0d108f218222d0221cb90ee88a92a66cd9970aab,Enable more noop RN flags (#28307),3,6
4867a3365e9d2f19c795463caa5a6294c2915269,Enable disableJavaScriptURLs for RN (#28306),3,5
5d445b50a670d6cdc52943ca4e5ab3422792c57c,Land enableAsyncActions enableFormActions in www (#28315),2,6
015ff2ed66c1d164111752263682d1d757c97f3e,"Revert ""[Tests] Reset modules by default"" (#28318)",198,7
14fd9630ee04387f4361da289393234e2b7d93b6,Switch <Context> to mean <Context.Provider> (#28226),33,6
32df74dba67207300511cf9b7c5ef82dd708c0c1,Fix jest inline snapshots (#28308),3,5
8d48183291870898ec42ac1f84482d9d26789424,[Flight] Allow custom encoding of the form action (#27563),10,9
7a32d718b9ea0eb9ea86e9d21d56a5af6c4ce9ed,[Debug Tools] Introspect Promises in use() (#28297),4,7
3f93ca1c8dec1fd85df4dbb748a2df9438fc699f,"[Fiber] Transfer `_debugInfo` from Arrays, Lazy, Thenables and Elements to the inner Fibers. (#28286)",8,14
9e7944f67c72b9a69a8db092ba6bd99fe9c731e2,Suspend Thenable/Lazy if it's used in React.Children and unwrap (#28284),3,10
629541bcc09fc7c0cc5c257541d084ee27457512,[Flight] Transfer Debug Info in Server-to-Server Flight Requests (#28275),15,9
947e7962ad43bd0fe8826c48d94a9df8d5206850,fix[devtools/useModalDismissSignal]: use getRootNode for shadow root case support (#28145),1,9
269edb88b28b7394335fb504d9924acd35d4ef38,Add jsx-runtime.react-server.js to file allowlist (#28301),1,6
35b2c28178bf4f79898d11dce0bc2a7ce675f670,Remove deprecated methods from react-is (#28224),3,6
8a3def923bf88d23cc705a55416cd955e3dc169a,Fixed sprout test failure,1,4
11a5254b9c1f18107a6e8ed77fa695a96aa2f5c0,add output,1,2
966932c525f1aeaa30bec7381e2899de9a6c074b,fix again :(,2,3
c10d711309922b170100f0fcf4cf8167ab4dcba2,Further test fix,2,3
8c7685ed40a421652a2189e8b72c6a64fbd70ddf,Fix breakages and add fixture entrypoint,4,6
48024b76bbb29028ea94f816efb5b69eeb01e948,Fix lints,4,2
19476aa5f6f448a97733dc95739b4873a8f8ab12,Option to bail on Flow react-rule suppressions,9,7
24ed13e1f04ccc843f559948137405a7191b4b13,Update error message and comments,2,5
fea7b5ac0d04d9749acf3fe1f0134cfb56a1648e,Move useMemoCache outside of hook guards,2,6
69247869734374dd3f66076228f78df8ee0ca238,[be] Change validate functions to not return unnecessary Result,3,9
19b4abed69643be0c6410c6d4a4fdb23c276ef0e,[be] Remove unused validateRefAccessDuringRenderFunctionExpressions flag,5,5
bde30f02840ad49119c2433d54ad352e95f53420,[be] Remove ValidateFrozenLambdas,13,3
5f1b8fd57f672601fc11a44f537aaeec2b793c03,Improve validateNoRefAccessInRender,8,2
6dae958eab3b19a6d89ea13242b87ac8cad81e97,[be] Extract computeUnconditionalBlocks() helper,4,4
f7f05501e07bbd693637f50c635a15a492a7d0e8,Support destructuring assignment of context variables,11,6
a107ba81ed08e25696cb17a015b6c6f8bac606b0,[BE] Remove navigator; edit sprout fixtures,10,6
06e410ec608820b65d81536bb4630228b4e04d48,Move modern strict to experimental (#28152),2,6
5dd55e881b374a5a0b8c5c962c08bee194297f15,[lower][patch] Recognize UpdateExpression as lval assignment,4,6
d4cdaf252337027615812a01c366c7ae0265ea95,Fix assignment expression with context variables,4,6
6da1912eed161c766689eb4bde336b9854e912e7,Validate that all variable references are consistently local/context,7,8
374fd68a50f00237555cdeb60ad01cba171328f9,fix: define IS_ACT_ENVIRONMENT global for tests with concurrent mode and synchronous act (#28296),5,13
d27c1ac1128327280607389c187e7db8dab06f84,Upgrade flow to 0.228.0 (#28294),2,5
d8c1fa6b0b8da0512cb5acab9cd4f242451392f3,Add infinite update loop detection (#28279),10,6
03d6f7cf007cb3b2a3a65e6ec29be02aafd87870,chore: gate legacy apis for react-devtools-shell (#28273),4,7
36b078cc7a50ad0cd66e7f6b4b8e4a1295e47f67,unify feature flags between fb and oss for React Native renderer (#28269),5,12
ba5e6a8329c7194a2c573c037a37f24ce45ee58f,[Flight] Serialize deduped elements by direct reference even if they suspend (#28283),1,12
e41ee9ea70f8998144fdd959ac11fd7a40e4ee20,Throw a better error when Lazy/Promise is used in React.Children (#28280),3,11
cd63ef79218a1d53c8739da75b154014f3b7cc73,Add simulateEventDispatch to test ReactDOMEventListener (#28079),4,6
04b59928d867dae1639f12f19700347d8f5d4cac,DevTools: Add support for use(Context) (#28233),3,6
da8ca6e95400ec7ae6685ddc5cc3fdb01d4fc023,[types] Check propType when checking if two types are equal,1,10
3c431f9afe4e48d31801fbfdadf3b4be55ebd5a9,[types] Check the shapeId as part of the object type equals check,1,12
d3def47935e8912c197f78c78c97c2476fa1a77a,Delete more redundant JSX code (#28276),1,6
b229f540e2da91370611945f9875e00a96196df6,[Flight] Emit debug info for a Server Component (#28272),10,9
f0cffef0a22f8c1b78d656001af6b12432821f7c,Fix hook pattern matching for custom hooks,3,7
37d901e2b81e12d40df7012c6f8681b8272d2555,Remove __self and __source location from elements (#28265),26,8
5c08662301d99d1305e164c701fe8e4da1bc526c,Add enableServerComponentKeys to NEXT_MAJOR (#28259),1,5
2cd19ed1dd86889bc8038fb8b541699e3965ea5c,Convert ReactRenderDocument to hydrateRoot (#28153),1,5
bfdc12c1912143ae4ec6d7466e619130adc911c5,chore: use versioned render in inspectedElement test (#28246),1,8
d1829775adeee0f888ec7d464eb3041cfe23f1c3,chore: use versioned render in TimelineProfiler test and gate some for legacy rendering (#28218),1,14
a1ace9d3c2a0fc53703f11e30f32d0a009c5a8c9,Improve flagging of `React.cache` to remove indirection in bundled code (#28263),1,11
91caa96e4261704d42333f5e02ba32d870379fc4,jsx(): Treat __self and __source as normal props (#28257),3,9
f07ac1e2680a26c5b3bf9c651d62c792de71d46d,[Flight] Unify plain Server Component and forwardRef under one function (#28261),1,11
1beb94133a93a433669a893aef02dd5afec07394,jsx(): Inline reserved prop checks (#28262),2,6
0d11563b4a96e0f4f2361cdf7375b12375688163,[Flight] Move pendingChunks ref count increment into createTask (#28260),1,9
66924457594bc28eb2f3f39c7c61d54b931c188e,Delete duplicate jsx() implementation (#28258),2,5
7cbd026ff4ff833db2a2f2271f95cb2b91cb3895,[Fresh] Update the list of built-in hooks (#27864),1,8
30e2938e04c8cf51688509a457a494d36bcc4269,[Tests] Reset modules by default (#28254),198,6
8b5f0c43ad49943eba6e522a708cdbb47c5f9b26,chore: use versioned render in preprocessData test and gate some for … (#28219),1,13
97fd3e7064b162f05b1bac3962ed10c6559c346c,Ensure useState and useReducer initializer functions are double invoked in StrictMode (#28248),2,12
08d6cef46ab7310b6e8f4330e2fd23586a026a9c,chore: use versioned render in storeStressSync test and gate them for legacy rendering (#28216),1,14
db120f69ec7a0b8c7f38ca7a1ddb1886de92e465,Patch devtools before running useMemo function in strict mode (#28249),2,10
12d56fca3da06328ac61d86976afa728b97b49d6,chore: use versioned render in storeComponentFilters test (#28241),2,8
ad720f36ec3328c70aa30277f12985e30bc0e880,chore: use versioned render in profilerContext test (#28243),1,8
5446b098a8ba23b8d1bd39e552bff9b09b52c334,Convert ReactBrowserEventEmitter to createRoot (#28253),1,5
65d95b837e797a0690221dd1824955d3d3afd278,fix: gate react/jsx-runtime upgrade only for React >= 17 tests (#28256),3,11
103cddbb9d433b08622c43336b170ffc63acdee3,chore: use versioned render in profilingCommitTreeBuilder test and gate some for legacy rendering (#28236),2,14
6fef0cb568517766a39dd83b21f1a5f32e45dd2c,chore: use versioned render in profilingHostRoot test and gate some for legacy rendering (#28237),1,14
cb78d2f1f3a09dcacf730273a584c769f69c47b3,chore: use versioned render in profilingCache test (#28242),1,8
af6e837b60fcdf1ae77e119f63afc4a6cff41459,Fix destructuring with mixed local/scope declarations,5,6
0a53c465743264d3b0544f4579f26c7b4a8053fb,Update ReactDOMServerSuspense-test to not use legacy rendering APIs (#28251),1,9
952aa74f8e45ed35ac6bf1de10ad5ed5410deac6,Upgrade tests to use react/jsx-runtime (#28252),18,6
2bc7d336ae7db689699baeb1fffc2c03d8753ffe,Add flag to disable caching behavior of `React.cache` on the client (#28250),10,12
0277bc4d54437bfb2ff4df7c80b68f3f0eee22a2,Separate snap flags for watch/update/filter,1,5
472854820bfd0058dfc85524051171c7b7c998c1,[Flight] Delete Server Context (#28225),47,5
707d9643dd810f7c6bf7c4ef1e855cb80ec7c72e,"[logger] Log todo when encountering ""use no forget""",1,8
195b5e5a24f095256d61a557ad27782193f4ff8d,Fix sprout,1,2
b79a5289fc21647b444eca397b5a02d5b64f5d2b,Resolve type aliases,1,3
292a247cc44d6647d87ef4eaa6ef54521550a669,Add type to DeclareLocal,4,4
76aaf32c55c0ff410d6b6bbc02a440dcfd7bfde9,HIR StoreLocal.type uses babel type,7,5
9ec9331def3f740882038b5641db24e9b5aab98c,Emit function param and return type annotations,2,7
95ec128399a8b34884cc6bd90a041e03ce5c1844,[Flight] Support Keyed Server Components (#28123),10,6
86b95edb0ae68a68f7611aca56d3139e7934fb75,chore: use versioned render in ownersListContext test (#28240),1,8
6a21244671eda81cd93f729946f9e0ac810bb23e,chore: use versioned render in editing test (#28239),1,8
09de4b2cfe9d3aa4f90b694c243f34bc9bb6b300,chore: use versioned render in treeContext test (#28245),1,8
23f318f23fdfa387aae673e158c618995513aa14,chore: use versioned render in store test (#28244),1,8
49d89b149746094c18da7f24c42b906aceb4e040,chore: use versioned render in profilerStore test (#28238),1,8
e6979aa14299f8119bbe858d767e71b88c4c8f64,chore: use versioned render in profilingCharts test (#28235),1,8
761d5750ce51cec527a311a36190426fbc3470db,chore: use versioned render in profilerChangeDescriptions test (#28221),1,8
4f82bf4f59a91e81191f39fa328a3d26aba6371a,chore: use versioned render in storeOwners test (#28215),1,8
7e77e29ca93857b68bfc31bcd5cd566b33b7cd15,chore: use versioned render in componentStacks test (#28214),1,8
09c0769448655deaf69e2bf65eecc74268fda02a,chore: use versioned render in console test (#28213),1,8
f244fd3884adbe5717b7e46da18911e9899cade9,chore: use versioned render in useEditableValue test (#28212),1,8
f3a70990a5a03bb26e6a71e43c204849392d2b07,chore: use versioned render in FastRefreshDevToolsIntegration test (#28211),1,8
88b0809447d3c20af8773a3c060ee5ace0d695f8,fix: partially revert jest setup config removal to fix regression tests (#28247),2,12
596827f6a72f6c4df0181e941c524fcbd0048914,chore: add versioned render implementation for DevTools tests (#28210),1,9
9a1db2d21fac88a42094fa3fc266d1692551a5bd,chore: add single versioned implementation of act for DevTools tests (#28186),3,11
56cd10beb40586d09e91157e8f6ac531478a62be,DevTools: Add support for useFormState (#28232),3,6
214fe84f53c5ba9d40c3427b72c5e6fb9be830e5,Convert ReactMultiChildReconcile to createRoot (#28169),1,5
f5a3158a784ad9677d071004b37b100f26c6c4e3,Convert ReactDOMEventPropagation to createRoot (#28177),1,5
93a5f40cbf05a6efb63a78748d238605dfe35e0c,Convert ReactFresh to createRoot (#28170),1,5
c7bf1c25ce0c869c3d30709fa15e6ba9a85a021c,Convert ReactDOMSuspensePlaceholder to createRoot (#28168),1,5
3d6fcf958233a004ff9bd0af8f1f65b8f22f1b3c,Convert ReactErrorBoundaries-test.internal.js to createRoot (#28122),1,5
85cc01743bc992a689770a4f37e3d5441f14f082,DevTools: Add support for useOptimistic Hook (#27982),3,7
00f9acb12c036ef24a2b6d7957d75359c6280087,add RSC entrypoint for jsx-runtime (#28217),5,6
cf925ebc3c25e295658c17d4513dfa046e5074e9,convert ReactElementValidator-test to createRoot (#28223),1,5
38ef167ee67cea85574c8b89287ed37569601c5b,Convert ReactJSXElement to createRoot (#28208),1,5
7db2446c3d10ddd22746f5a1cf8173156f23654e,Convert ReactJSXElementValidator to createRoot (#28209),1,5
29cb62ad6ca2e3d491df038e1cc8cbe882fa31a4,Add type information for jsx/runtime,3,5
4b2a1115a743fc24d37ae1174d0568e8a3798095,Convert SyntheticMouseEvent to createRoot (#28200),1,5
b3a79c41339f1aca0e2d9a27b2b32551b07fdcaf,Convert BeforeInputEventPlugin to createRoot (#28199),1,5
fada283639aeb79767abb3aefd05958452730032,Convert multiple-copies-of-react to createRoot (#28198),1,5
7026806d4b158abd5d3e2468712607771d1aa0ee,Convert ReactDOMIframe to createRoot (#28197),1,5
02946228e1af3744878d964a58ea7cd55b563468,Convert createReactClassIntegration to createRoot (#28196),1,5
c4e9ed3fefcd744b48e9cce39df0f52cbc014e1a,Convert ReactCompositeComponentDOMMinimalism to createRoot (#28194),1,5
3cfe0cc0c2916352b8f18d14251be27f6d484eac,Convert ReactChildReconciler to createRoot (#28192),1,5
457ea7b9d67b7b6ef32021a7a0ab7834d2d9dbbf,Convert ReactChildren to createRoot (#28191),1,5
796d05e82c26d252215d764f2a947f7a11cbcba0,Convert EnterLeaveEventPlugin to createRoot (#28182),1,5
f8b26862d6fdd4708a78638b697f37cebfb074db,Convert CSSProperty to createRoot (#28181),1,5
f28f022f22ce9cb737f12a16675f7003e95e9c93,Convert InvalidEventListeners to createRoot (#28180),1,5
e9c13cde644753e554c060bc71fd57077288ae35,Convert ReactComponentLifeycle to createRoot (#28178),1,5
11aa263844cc90b3677782c9b8bafa3fe22fd389,Remove usage of /test-utils in ReactLegacyCompositeComponent (#28201),1,7
7f8798a3f2cba588c1b7e5b19d488bce3520f62a,Convert ReactDOMSelection to createRoot (#28176),1,5
fa8a34bfac9be820269b52f1e55afe9fe89bfcf1,Convert ReactStrictMode to createRoot (#28162),1,5
b25dcd3958872322cbeff797ba99c0856de1ebbc,Add ReactDOMClient to ServerIntegration tests (minor fixes) (#28131),2,8
2a45118b1039bc81a44bad81f8e3b1fb2395da1b,Convert ResponderEventPlugin to createRoot (#28190),1,5
2dc428f746c080bb5bfe478556a051e75eac6e05,Convert ReactScope to createRoot (#28172),1,5
44952dc9840d335fe76bf1501919ec36f54591e9,Convert ReactComponent to createRoot (#28171),1,5
a7f1622117d7bbd9b2f681e962dcfba4aed62456,Convert SyntheticFocusEvent to createRoot (#28173),1,5
bc219090e3c4e54cc504215db13b08c6e8f1bddb,Convert SyntheticClipboardEvent to createRoot (#28174),1,5
c39ec17e66552d8ea8d6d3e11c1d7f85a9f7247f,Convert ReactErrorBoundariesHooks to createRoot (#28175),1,5
4bd5e3ea5c449fdd2089f6bdfb07fb1120b0eec7,Add ReactDOMClient to ServerIntegrationReconnecting (#28136),1,5
fa6674b5bcf52610e92d19a5105308e56091c386,Add ReactDOMClient to ServerIntegration(Hooks|NewContext) (#28135),2,5
c0d927713002fe27c4d58717d35cd930e6814c2b,Add ReactDOMClient to ServerIntegrationElements (#28134),1,5
278199b3deeee73f969a242c777c2d38406f8bfe,Add ReactDOMClient to ServerIntegrationBasic (#28133),1,5
c42e7c7adc3a036c0c176d5b3dd7cf9215862815,Add ReactDOMClient to ServerIntegrationSelect (#28132),1,5
6054be9c86f2e01e5e24c1fe2182479fec8667e4,Add ReactDOMClient to ServerIntegrationTestUtils (#28130),12,5
2efa38332adc1fc1500753d79fcba41a0197a7a6,fix(eslint-plugin-react-hooks): accepting `as` expression as a callback (#28202),2,8
3d1da1f9ab7d54984c096e6a04c8729f3a50fd8a,Remove createRootStrictEffectsByDefault flag (#28102),12,4
4dd475c97799f3fb83bdd2fff2d028e0e30041cf,convert ReactElement-test from renderIntoDocument (#28161),1,5
94259cd57a72123af224d6786c96f5915de06d63,convert ReactElementClone-test from renderIntoDocument (#28193),1,5
6f8f0005926cc1cdf1d12b3e1c2cc9fce1a17baa,Update react docs link in issue template (#28195),1,8
a1433ca0bacff76f720ffec9a0020f56e8c9ffed,fix(eslint-plugin-react-hooks): accepting `as` expressions as deps array (#28189),2,8
53b12e46a17549ec7644e13c126440ed2f3629fd,Add stable React.act export (#28160),18,5
4384a7bcd351c2218c5727a949cf7fff20c3d9d4,[flow] ignore hidden directories (#28096),1,5
7bce30242137b4668b656feb866184a418cb537a,Make Other mutation validation message more generic,2,7
a0aa66ca8f68bdc66f04e8aa55a7f41a52c41f0d,Add test for function property mutation,2,6
1219d57fc9fcbf44c873c0b10e5acbd31f613c15,[Fizz] Support aborting with Postpone (#28183),3,6
d29f7d973da616a02d6240ea10306a6f33e35ca1,Enable enableFilterEmptyStringAttributesDOM everywhere (#28125),4,4
f7ce4164c90990bd43b2671bf0b1db45e160fc15,chore: remove eslint-plugin-flowtype from dev dependencies (#28157),2,7
45582c6c4d8b73229c71febbba43ee60fbab81fb,Add script to output flag values (#28115),2,7
d55420c430cee6338fcc63ad663cb4b778af55de,Allow prefixed hooks for compiling bundled code,7,7
d0bb1fed61cba004f8014337488b3e8c398ab880,[be] Explicit todo diagnostics for hoisting,6,6
69733c5ad8cfb66204c53a71eb9f2545ba937a73,[hoisting][patch] use Babel identifier apis in BuildHIR hoisting logic,14,9
f3ce87ab650f07774e1df9bc3f8033e023973d10,Restore old behavior for empty `href` props on anchor tags (#28124),5,11
af7e8c7a71c60278e3935dfb20fac7b562769bb4,Convert trustedTypes to createRoot (#28163),1,5
13aae52aea07b59b17aebaf65fd83d1c67c6ecb4,Convert SimpleEventPlugin to createRoot (#28164),1,5
417188314dd1d6df54efc8cd6a0c5d4830615888,Update www flags (#28150),2,4
178f4351947a842ff0b56700e9115b25ae8f20d0,Always warn if client component suspends with an uncached promise (#28159),3,11
554fc49f41465d914b15dc8eb2ec094f37824f7e,[Fizz] improve Hoistable handling for Elements and Resources inside Suspense Boundaries (#28069),6,12
1c958aa4abf9e6b638489b1d73cdb1b6dc7c3ab6,[Fiber] Use a safer strategy to track the last precedence (#28110),1,11
2477384650bd184d3ac4a881130118f2636f8551,Complete DOMPluginEventSystem migration to createRoot (#28148),1,6
c3e9cba0bb71c1fa315d75272c759081faad3599,[patch] PruneHoistedContexts should traverse lambdas,3,5
74d8a18637587334a011d572afa52c3c60382611,[optim] All nested properties in refs are ref values,6,9
4d6c47baa3bf40bb7dea23642dd42e97eba4232d,Clean up experimental flags (#28116),1,5
4c73da8cbdbd2493827f86ed1991c3770ecb9625,Convert ReactCompositeComponent to createRoot (#28099),2,5
61df8caa3b96a0395b550d8c2a3dca7269761d55,Remove duplicate dynamic scheduler flags (#28100),1,6
cc7d4216299e1d23a6e77b58d4c32ec1b8864ead,Add lint tests that should fail (#28147),1,7
971b62f479a5dbd84688ba2b2c507de2a1d22dcc,Convert useFocusWithin to createRoot (#28128),1,5
cdfaae73c4768ddcce724872b1aa45130b39c85f,Convert ReactDOMTextarea to createRoot (#28126),1,5
00d42ac3542179c55f936f395ede7abaeb5900a3,Convert DOMPluginEventSystem to createRoot (#28139),1,5
6d2a1d0334581c1cdb269863f6a73d152a671c49,Convert ReactMultiChildText to createRoot (#28140),1,5
313e4d4129088b3ed99ab64d15dd8b6de175261b,Convert ReactDOMTextComponent to createRoot (#28141),1,5
1c8901f750fe09396de311e9c9e1e337599b2e9c,Convert ReactDOMSelect to createRoot (#28142),1,5
7aa45db6a2d30e62cf5ace08e17d971c8e8b977c,Convert refs to createRoot (#28113),2,5
3e58b0af0caebf5f1b507ce5f360c85cb57bf528,Convert ReactDOMInvalidARIAHook to createRoot (#28129),1,5
e2b93afc604f857f7b59788920533ff7d1c72563,Convert renderSubtreeIntoContainer-test.js to createRoot (#28114),1,5
407faf5a69955f23f3549cff77b1a37199daa95f,Remove ReactDOM.render tests in ReactDOMConsoleErrorReporting-test (#28053),2,6
91212b09ed53c8d5a0f414ed93972681caa5ac7e,Clean up legacy render from ReactTestUtilsAct-test (#28091),1,7
54f2314e9cfe82baf1c040a55ed4dfff6488f84e,Use createRoot in ReactMockedComponent-test (#28087),1,5
4c41c09ccc28e5cf85cbb706908b740c95ff5a97,Use createRoot in ReactDOMComponentTree-test (#28112),2,5
38997cf19ac5223a7c748ba975b40d649b9c4c52,Use createRoot in ReactTestUtilsActUnmockedScheduler-test (#28086),1,5
766eac46bb52bda28f87c11740214a4444ca881b,Remove outdated enableSchedulerDebugging flag (#28101),7,5
37bdff675c28e247333ffe35055534ad94941e8c,Convert ReactIdentity-test.js to createRoot (#28106),1,5
759811b0627384e5dde8ac81397cb2b8c7390298,Convert ReactMultiChild-test.js to createRoot (#28117),1,5
8f998bf93fdc417ea9e8f99dedfe3a7c3d6e5bbc,Convert SyntheticEvent-test.js to createRoot (#28118),1,5
788182f7099cf927a454ff0c37d25d94b4f0e895,[patch] Patch edge case: RenameVariables should visit lvalues,3,8
4ec05660a2f56aa47d9d82eaeeb8a34df56f8dbc,[be] Update to node 20 actions,4,6
bc145f6f1fb469a7e09608c1714d074734620871,Support customizable eslint suppressions,6,4
742a6f09bf7c7f39d22f73bedc8b1109b8597407,[ez] Get rid of caniuse warning,2,6
7c79dafb71cab8808749e3284eab3c623e9c2360,Convert ReactDOMServerIntegrationUntrustedURL-test.js to createRoot (#28105),1,5
9aef5d225b489ceeba753c5c86b236259baf816c,Use modern rendering APIs for attribute-behavior fixture (#27883),6,8
60f190a55948a7512d4e2a336f03b45fd38d6a80,Capture React.startTransition errors and pass to reportError (#28111),4,8
51c380d6ed303a54dad7b55258dd7aa8c6bb3fe1,Use createRoot in ReactEmptyComponent-test (#28095),1,5
763612647ceb66d95f728af896ca5e18a8181db8,fix incorrect insertion order of stylesheets (#28108),1,7
6c64428d904f8339cddaa0f4850cba89acabe0bb,Convert ChangeEventPlugin to createRoot (#28090),1,5
36baa43560f839f0add7e0ec8125580e3b85235c,Convert ReactDOMAttribute to createRoot (#28089),1,5
0c45e8307135dc275b18b3a8fa5c85ba97d20a42,Convert SelectEventPlugin to createRoot (#28076),1,5
b30ec67c4342c9e4ccf42e7b3f17e00ea3bf28bd,Convert ReactDOMSVG to createRoot (#28074),1,5
fbb21066a2117c7cfbbca21260d2d9f3b2973286,Convert SyntheticWheelEvent-test.js to createRoot (#28103),1,5
9bad8ed9a6719f406759b34e436fc508f0dac305,Convert validateDOMNesting to createRoot (#28098),1,5
85b296e9b6ded4accd9ec3389297f95091fb1ac0,Async action support for React.startTransition (#28097),8,6
382190c595126837ee7e43b4fa953f4edd30e01c,[Flight/Fizz] Reset ThenableState Only in Branches Where It's Added (#28068),2,10
c7e735f625450d11438a87bb6ff6af15b3958a8f,Convert ReactLegacyContextDisabled-test.internal to createRoot (#28093),1,5
991b72a39209012b05384a8f9a60a4a22d5dbb29,Upgrade flow to 0.227.0 (#28094),2,5
772475457354c7c417bee4caf15311d28c9b3a2c,Convert ReactFreshIntegration-test to createRoot (#28073),1,5
a7fa58d8b6e8306f9c4f4135e702f1bc7a099a49,Convert ReactDOMInput-test to createRoot (#28084),1,5
0b32b3edd2c49b25fa25412fa6a6a31d43e15653,Convert ReactCompositeComponentState to createRoot (#28063),1,5
43a3653b1958164f2b6b4dd57bceb75a95344570,Convert ReactContextValidator to createRoot (#28085),1,5
a41ebfc5f64933019a0accb13d147c7361a9c281,Use createRoot in useFocus-test (#28083),1,5
b123b9c4f054a7def7ed84e350ccd46cc86672a6,[Flight] Refactor the Render Loop to Behave More Like Fizz (#28065),3,11
6b49c4f2d594a5ad6e2df699c0c4c6e29881246c,[eslint-plugin] Cleanup package.json,2,3
8bb6ee1d33ca6c7e34342bc4b17aac0449ab6899,Update ReactUpdates-test (#28061),2,3
696953fd51deaf60fd55733493a372cc3520d8b7,Convert ReactDOMFiber to createRoot (#28077),2,5
5420c4ea08a4ccf06b04f0c0abdf1f5e8d84223a,Convert ReactMount to createRoot (#28075),3,5
11c9fd0c53133f24f5270d36591b65b8fc2ebd25,Batch async actions even if useTransition is unmounted (#28078),8,9
2efb1426067322cdb08304432b3ac849dee52bd9,Convert ReactDOMEventListener to createRoot (#28050),1,5
72411c45f94565c30215b51cbadb16fcc3479d37,Convert refs-destruction to createRoot (#28011),1,5
ee1eb4826f4f7beb4e06f2c15f03145bb5bddf5b,Use react@17 for useSyncExternalStore shim tests (#28055),4,7
3d9b201327706cfc183eb3e1437c2d1663b42dd0,Convert ReactCompositeComponentNestedState to createRoot (#28066),1,5
6480eea157b033996a11264ae34993e2305833e8,Convert ReactDOMFiberAsync to createRoot (#28067),1,5
f161ceaa743fc14ef472e9d7b3e5a0b99ed9e970,Convert ReactServerRenderingHydration-test to createRoot (partially) (#28010),1,6
4217d324ae5766b3201e682bb4d67b8855652694,Convert ReactDOMTestSelectors-test.js to createRoot (#27993),6,5
46174f16ed304743eb4ad37ad95bd5109dd72e8e,Use createRoot in ReactEventIndependence-test (#28052),1,5
